/net8 X,/net8 Y,/net10 X,/net10 Y,/net016 X,/net016 Y,/net017 X,/net017 Y
-40,5.007806972991128,-40,4.221862858284808e-09,-40,3.028339148119608e-09,-40,5.007806508764751
-35.2,5.008119382929745,-35.2,4.486407402515047e-09,-35.2,3.181058972432577e-09,-35.2,5.008118926161172
-30.4,5.008438717801546,-30.4,4.841672609157565e-09,-30.4,3.352498228103977e-09,-30.4,5.008438268093058
-25.6,5.008765382479621,-25.6,5.32323371692926e-09,-25.6,3.546373615141232e-09,-25.6,5.008764939310228
-20.8,5.009099819418582,-20.8,5.978218623911656e-09,-20.8,3.767464150584065e-09,-20.8,5.009099382064403
-16,5.009442506216754,-16,6.868273518359033e-09,-16,4.0219744799311e-09,-16,5.009442073620809
-11.2,5.009793958497605,-11.2,8.073080052594355e-09,-11.2,4.318006764752683e-09,-11.2,5.009793529063778
-6.399999999999999,5.010154734000745,-6.399999999999999,9.694478707657346e-09,-6.399999999999999,4.666166089623598e-09,-6.399999999999999,5.01015430527471
-1.6,5.010525437277232,-1.6,1.186125332689571e-08,-1.6,5.080326883780335e-09,-1.6,5.010525005461838
3.2,5.010906725519423,3.2,1.473462880183487e-08,3.2,5.57859119852751e-09,3.2,5.010906284751756
8,5.011299315532838,8,1.851452631573331e-08,8,6.184475384391524e-09,8,5.011298856823837
12.8,5.011703992109121,12.8,2.344661882806704e-08,12.8,6.928360680413841e-09,12.8,5.011703501812652
17.6,5.012121618013255,17.6,2.983021897689289e-08,17.6,7.849251893044097e-09,17.6,5.012121075648717
22.4,5.012553145975192,22.4,3.802702571906779e-08,22.4,8.996887523848256e-09,22.4,5.01255252117429
27.2,5.012999632887609,27.2,4.847074503762018e-08,27.2,1.043424919165084e-08,27.2,5.012998881170392
32,5.013462256930834,32,6.167759260724174e-08,32,1.224051911586925e-08,32,5.013461313936518
36.8,5.013942337974274,36.8,7.825767301865803e-08,36.8,1.451453994896346e-08,36.8,5.013941111677501
41.59999999999999,5.014441362059402,41.59999999999999,9.892722179727478e-08,41.59999999999999,1.737882688232259e-08,41.59999999999999,5.014439722390619
46.39999999999999,5.014961010806796,46.39999999999999,1.245216833181035e-07,46.39999999999999,2.098418837665901e-08,46.39999999999999,5.014958775965281
51.19999999999999,5.015503196872892,51.19999999999999,1.560095882249326e-07,51.19999999999999,2.551500923365304e-08,51.19999999999999,5.015500115471875
55.99999999999999,5.016070106633681,55.99999999999999,1.945071821930505e-07,55.99999999999999,3.119524807728001e-08,55.99999999999999,5.016065834648578
60.79999999999998,5.016663067007491,60.79999999999998,2.412937469845018e-07,60.79999999999998,3.829520349348138e-08,60.79999999999998,5.016657138197272
65.59999999999998,5.017287335507115,65.59999999999998,2.978275455945565e-07,65.59999999999998,4.713909849996251e-08,65.59999999999998,5.017279124463222
