/I6/VDD1V5 X,/I6/VDD1V5 Y,/I6/VDDP5V X,/I6/VDDP5V Y,/I6/VDDVS X,/I6/VDDVS Y
-40,5.34888891004154e-10,-40,7.000230816603059e-05,-40,1.341123630007836e-09
-35.2,5.477527503358364e-10,-35.2,6.909497554755677e-05,-35.2,1.34264016042418e-09
-30.4,5.647287491704838e-10,-30.4,6.820316386627504e-05,-30.4,1.344285268995442e-09
-25.6,5.872482539185849e-10,-25.6,6.732841857925786e-05,-25.6,1.345595335081409e-09
-20.8,6.171622373256596e-10,-20.8,6.647176876653401e-05,-20.8,1.347235209953501e-09
-16,6.568375469209298e-10,-16,6.563386062007629e-05,-16,1.34864756795115e-09
-11.2,7.092744946797882e-10,-11.2,6.481505451446321e-05,-11.2,1.350411034447169e-09
-6.399999999999999,7.78273287225332e-10,-6.399999999999999,6.401549636430161e-05,-6.399999999999999,1.351893519279462e-09
-1.6,8.68658336565466e-10,-1.6,6.32351706637602e-05,-1.6,1.353581140665826e-09
3.2,9.8650607585843e-10,3.2,6.247394033653707e-05,3.2,1.354765953162902e-09
8,1.140047680850828e-09,8,6.173157696538303e-05,8,1.35663595955356e-09
12.8,1.34122941234935e-09,12.8,6.100778393312248e-05,12.8,1.358420601751359e-09
17.6,1.596624369504263e-09,17.6,6.030221428311662e-05,17.6,1.35969775349166e-09
22.4,1.915925392503457e-09,22.4,5.961448461907903e-05,22.4,1.361211820463621e-09
27.2,2.31534922849999e-09,27.2,5.894418612679995e-05,27.2,1.363275687775472e-09
32,2.813476016811158e-09,32,5.829089397455763e-05,32,1.365118519740208e-09
36.8,3.43140584535966e-09,36.8,5.765417513265814e-05,36.8,1.367941481017361e-09
41.59999999999999,4.193387048941285e-09,41.59999999999999,5.703358553558228e-05,41.59999999999999,1.373224391497178e-09
46.39999999999999,5.127321066406981e-09,46.39999999999999,5.642866390432533e-05,46.39999999999999,1.401247143945531e-09
51.19999999999999,6.265152575990538e-09,51.19999999999999,5.583898043004185e-05,51.19999999999999,1.445292358416708e-09
55.99999999999999,7.64322140615124e-09,55.99999999999999,5.526409966191921e-05,55.99999999999999,1.507109118491345e-09
60.79999999999998,9.302582046134023e-09,60.79999999999998,5.470359186897161e-05,60.79999999999998,1.596283598101961e-09
65.59999999999998,1.12892900248015e-08,65.59999999999998,5.415703587245335e-05,65.59999999999998,1.721418898397046e-09
70.39999999999998,1.365464903799068e-08,70.39999999999998,5.36240205379204e-05,70.39999999999998,1.899168237955423e-09
75.19999999999997,1.645539772098761e-08,75.19999999999997,5.310414604279029e-05,75.19999999999997,2.150786875308803e-09
79.99999999999997,1.97539268519872e-08,79.99999999999997,5.259702524539616e-05,79.99999999999997,2.508166634857203e-09
84.79999999999997,2.361829121497792e-08,84.79999999999997,5.210228479944274e-05,84.79999999999997,3.015749763091393e-09
89.59999999999997,2.812232265844911e-08,89.59999999999997,5.161956682474161e-05,89.59999999999997,3.738215759477286e-09
94.39999999999996,3.334561944667064e-08,94.39999999999996,5.114853081425377e-05,94.39999999999996,4.769359573329605e-09
99.19999999999996,3.937350102007073e-08,99.19999999999996,5.068885622574121e-05,99.19999999999996,6.244835099063351e-09
104,4.629691358319354e-08,104,5.024024603898332e-05,104,8.357974470543713e-09
108.8,5.421228535503682e-08,108.8,4.980243170810256e-05,108.8,1.138855227234315e-08
113.6,6.322133253404142e-08,113.6,4.937518006276812e-05,113.6,1.573886158340989e-08
118.3999999999999,7.343082946017973e-08,118.3999999999999,4.895830291424016e-05,118.3999999999999,2.198105866853479e-08
123.1999999999999,8.495238135077905e-08,123.1999999999999,4.855167033130218e-05,123.1999999999999,3.09292608855907e-08
127.9999999999999,9.790225689079992e-08,127.9999999999999,4.815522888506515e-05,127.9999999999999,4.373629442807439e-08
132.8,1.124013087326752e-07,132.8,4.776902651572612e-05,132.8,6.202069687068135e-08
137.6,1.285749263906679e-07,137.6,4.73932461768068e-05,137.6,8.805012323404649e-08
142.4,1.465529102772073e-07,142.4,4.702825100863334e-05,142.4,1.249725135246466e-07
147.2,1.664692155908295e-07,147.2,4.667464453554574e-05,147.2,1.771391391253866e-07
152,1.884617146839967e-07,152,4.633335030366888e-05,152,2.50522118069444e-07
156.8,2.126725576724493e-07,156.8,4.600571648765667e-05,156.8,3.532704957278569e-07
161.6,2.392505345026713e-07,161.6,4.569365236274818e-05,161.6,4.964277305545422e-07
166.4,2.683573974049535e-07,166.4,4.539980514684847e-05,166.4,6.948718364050825e-07
171.2,3.001771565201916e-07,171.2,4.51277876983069e-05,171.2,9.685210951943067e-07
176.0000000000001,3.349199987907501e-07,176.0000000000001,4.48824698448517e-05,176.0000000000001,1.343877247831978e-06
180.8000000000001,3.728147163285156e-07,180.8000000000001,4.467034888082305e-05,180.8000000000001,1.855999788834011e-06
185.6000000000001,4.140986179839908e-07,185.6000000000001,4.450001797134074e-05,185.6000000000001,2.551007914272142e-06
190.4000000000001,4.590145007442084e-07,190.4000000000001,4.438275497635211e-05,190.4000000000001,3.489265324420346e-06
195.2000000000001,5.078130607875889e-07,195.2000000000001,4.433325854807709e-05,195.2000000000001,4.749455475136512e-06
200,5.607592823933323e-07,200,4.437056341815801e-05,200,6.433963295886687e-06
