/net8 X,/net8 Y,/net10 X,/net10 Y,/net016 X,/net016 Y,/net017 X,/net017 Y
-40,5.020141978312759,-40,4.2218628973893e-09,-40,3.02833915043873e-09,-40,5.020141770899656
-35.2,5.020695505024693,-35.2,4.48640744161914e-09,-35.2,3.1810589747517e-09,-35.2,5.020695309958848
-30.4,5.021257012118935,-30.4,4.841672590380188e-09,-30.4,3.352498230423102e-09,-30.4,5.021256828614137
-25.6,5.021827095673198,-25.6,5.323233813857712e-09,-25.6,3.546373617460356e-09,-25.6,5.021826922823124
-20.8,5.022406507236892,-20.8,5.978218605188783e-09,-20.8,3.767464152903187e-09,-20.8,5.022406343929532
-16,5.022996168127564,-16,6.86827355743539e-09,-16,4.021974482250222e-09,-16,5.022996012919263
-11.2,5.023597192154652,-11.2,8.073080091670709e-09,-11.2,4.318006767071806e-09,-11.2,5.023597043059818
-6.399999999999999,5.024210910915405,-6.399999999999999,9.694478688983479e-09,-6.399999999999999,4.666166091942541e-09,-6.399999999999999,5.024210765079996
-1.6,5.024838903683051,-1.6,1.186125330822185e-08,-1.6,5.080326773101093e-09,-1.6,5.024838756895225
3.2,5.02548303269503,3.2,1.4734628783161e-08,3.2,5.578591200824439e-09,3.2,5.025482878661693
8,5.026145483301728,8,1.851452641242448e-08,8,6.184475386687183e-09,8,5.026145312576063
12.8,5.026828812157481,12.8,2.344661880943539e-08,12.8,6.928360682708948e-09,12.8,5.026828610591371
17.6,5.027536004712697,17.6,2.983021895826114e-08,17.6,7.849251895337901e-09,17.6,5.027535751265551
22.4,5.028270545101019,22.4,3.802702570043605e-08,22.4,8.996887526139064e-09,22.4,5.028270208767896
27.2,5.029036501203383,27.2,4.847074501898843e-08,27.2,1.043424919393473e-08,27.2,5.029036036759772
32,5.02983862719929,32,6.167759258861e-08,32,1.224051911813945e-08,32,5.029837969388536
36.8,5.030682487107513,36.8,7.825767311516276e-08,36.8,1.451453989478108e-08,36.8,5.030681542797547
41.59999999999999,5.031574603794873,41.59999999999999,9.892722177867651e-08,41.59999999999999,1.737882688448401e-08,41.59999999999999,5.031573241513704
46.39999999999999,5.032522637876596,46.39999999999999,1.245216832995052e-07,46.39999999999999,2.098418837866769e-08,46.39999999999999,5.03252067400142
51.19999999999999,5.033535601316065,51.19999999999999,1.560095882063339e-07,51.19999999999999,2.551500923532913e-08,51.19999999999999,5.033532782033883
55.99999999999999,5.034624110031331,55.99999999999999,1.945071822319562e-07,55.99999999999999,3.119524802184617e-08,55.99999999999999,5.034620088007735
60.79999999999998,5.035800679817205,60.79999999999998,2.412937469559703e-07,60.79999999999998,3.829520354203419e-08,60.79999999999998,5.035794984302203
65.59999999999998,5.037080067222881,65.59999999999998,2.978275456234737e-07,65.59999999999998,4.713909854567841e-08,65.59999999999998,5.037072066084483
70.39999999999998,5.038479654702897,70.39999999999998,3.657623147123879e-07,70.39999999999998,5.811352996773275e-08,70.39999999999998,5.038468506607224
75.19999999999997,5.040019873657164,75.19999999999997,4.469642182175604e-07,75.19999999999997,7.167682825325365e-08,75.19999999999997,5.040004468298212
79.99999999999997,5.041721929388682,79.99999999999997,5.435291691323672e-07,79.99999999999997,8.83693668684268e-08,79.99999999999997,5.04170081301152
84.79999999999997,5.043618893952685,84.79999999999997,6.578004238332305e-07,84.79999999999997,1.088248566183128e-07,84.79999999999997,5.043590178739829
