/I7/VDD1V5 X,/I7/VDD1V5 Y,/I7/VDDP5V X,/I7/VDDP5V Y,/I7/VDDVS X,/I7/VDDVS Y
-40,1.004346338641397e-05,-40,-5.528517239052502e-11,-40,7.517102233241745e-05
-35.2,1.012362161695014e-05,-35.2,-6.293797005158057e-11,-35.2,7.539078608722573e-05
-30.4,1.020407483084776e-05,-30.4,-7.046843580306673e-11,-30.4,7.561918212244636e-05
-25.6,1.028479840896694e-05,-25.6,-7.787351277809212e-11,-25.6,7.585504266807439e-05
-20.8,1.036577083355494e-05,-20.8,-8.51485783714864e-11,-20.8,7.609722741466338e-05
-16,1.044697473059475e-05,-16,-9.228928544858026e-11,-16,7.634463195030025e-05
-11.2,1.05284003600481e-05,-11.2,-9.929116045639225e-11,-11.2,7.659619867638269e-05
-6.399999999999999,1.0610048992794e-05,-6.399999999999999,-1.061483893718013e-10,-6.399999999999999,7.685092083990918e-05
-1.6,1.069193627323956e-05,-1.6,-1.128540807368543e-10,-1.6,7.710784923869986e-05
3.2,1.077409563795586e-05,3.2,-1.193969896113103e-10,3.2,7.736609248781154e-05
8,1.085658188498453e-05,8,-1.257622973773541e-10,8,7.762482112410412e-05
12.8,1.09394747800828e-05,12.8,-1.31929592938019e-10,12.8,7.788326343607918e-05
17.6,1.102288270247105e-05,17.6,-1.378683428334277e-10,17.6,7.814070635693115e-05
22.4,1.110694647488016e-05,22.4,-1.435394778164572e-10,22.4,7.839649398778769e-05
27.2,1.119184323152537e-05,27.2,-1.488896399035394e-10,27.2,7.865002301358049e-05
32,1.127779029406605e-05,32,-1.538530849987338e-10,32,7.890073855735944e-05
36.8,1.136504905270166e-05,36.8,-1.58352224717072e-10,36.8,7.914813335573324e-05
41.59999999999999,1.145392882632725e-05,41.59999999999999,-1.623065890240698e-10,41.59999999999999,7.939173996060929e-05
46.39999999999999,1.154479069729006e-05,46.39999999999999,-1.656527520584184e-10,46.39999999999999,7.963112969131979e-05
51.19999999999999,1.163805133184086e-05,51.19999999999999,-1.683842902315405e-10,51.19999999999999,7.986590782858559e-05
55.99999999999999,1.173418681008954e-05,55.99999999999999,-1.706327920079168e-10,55.99999999999999,8.009570737263049e-05
60.79999999999998,1.183373650199929e-05,60.79999999999998,-1.728068933244976e-10,60.79999999999998,8.032019075145225e-05
65.59999999999998,1.193653376273518e-05,65.59999999999998,-1.75897628931789e-10,65.59999999999998,8.053903692282498e-05
70.39999999999998,1.204478655473224e-05,70.39999999999998,-1.816379301780273e-10,70.39999999999998,8.075195360107849e-05
75.19999999999997,1.215849838084016e-05,75.19999999999997,-1.935400072630339e-10,75.19999999999997,8.09586587576188e-05
79.99999999999997,1.227849271339023e-05,79.99999999999997,-2.177067396869495e-10,79.99999999999997,8.115888937933524e-05
84.79999999999997,1.240569017267724e-05,84.79999999999997,-2.645426085675062e-10,84.79999999999997,8.135239716330352e-05
89.59999999999997,1.254110431642629e-05,89.59999999999997,-3.513079327819289e-10,89.59999999999997,8.153895112775675e-05
94.39999999999996,1.268585091612677e-05,94.39999999999996,-5.059986918508508e-10,94.39999999999996,8.171834069901538e-05
99.19999999999996,1.284115869631217e-05,99.19999999999996,-7.731794140584208e-10,99.19999999999996,8.189038147075081e-05
104,1.300838814503037e-05,104,-1.222641152828009e-09,104,8.205492224603568e-05
108.8,1.318905640061976e-05,108.8,-1.962077164889066e-09,108.8,8.22118624163041e-05
113.6,1.338487517992312e-05,113.6,-3.155423916141784e-09,113.6,8.236117291376349e-05
118.3999999999999,1.359780768811603e-05,118.3999999999999,-5.049080068776145e-09,118.3999999999999,8.250292321385991e-05
123.1999999999999,1.383015441928782e-05,123.1999999999999,-8.00892541243925e-09,123.1999999999999,8.263732582565746e-05
127.9999999999999,1.408468330040124e-05,127.9999999999999,-1.25726459467315e-08,127.9999999999999,8.276479615497232e-05
132.8,1.436628534570227e-05,132.8,-1.952131355664823e-08,132.8,8.288603197862058e-05
137.6,1.467662367362426e-05,137.6,-2.997721583581598e-08,137.6,8.300211520865672e-05
142.4,1.502293624009567e-05,142.4,-4.553976954528005e-08,142.4,8.311467283611585e-05
147.2,1.541345174102018e-05,147.2,-6.846678122775993e-08,147.2,8.322606698810783e-05
152,1.586018080915607e-05,152,-1.019115692792498e-07,152,8.333965090074953e-05
156.8,1.638165836187941e-05,156.8,-1.502480730323293e-07,156.8,8.346011934338574e-05
161.6,1.7008593350598e-05,161.6,-2.194902343618087e-07,161.6,8.35939532937502e-05
166.4,1.779706453940305e-05,166.4,-3.17851945058819e-07,166.4,8.375001302428504e-05
171.2,1.88661553236608e-05,171.2,-4.565057406307373e-07,171.2,8.394033811643588e-05
176.0000000000001,2.054984097240426e-05,176.0000000000001,-6.504734526586188e-07,176.0000000000001,8.418106135756796e-05
180.8000000000001,2.610434016792475e-05,180.8000000000001,-9.200229035802743e-07,180.8000000000001,8.449390001311905e-05
185.6000000000001,1.409424147183505e-05,185.6000000000001,-1.29232937354001e-06,185.6000000000001,8.490785354549799e-05
190.4000000000001,1.408212005110469e-05,190.4000000000001,-1.803814116490369e-06,190.4000000000001,8.546162996290643e-05
195.2000000000001,1.409425468036024e-05,195.2000000000001,-2.503294468595332e-06,195.2000000000001,8.620688837132505e-05
200,1.412289317954147e-05,200,-3.456875889827471e-06,200,8.721329238189188e-05
