/net8 X,/net8 Y,/net10 X,/net10 Y,/net016 X,/net016 Y,/net017 X,/net017 Y
-40,3.509327899440603e-05,-40,4.221862713221665e-09,-40,3.028339149387151e-09,-40,4.401068263783581e-08
-35.2,3.51157775259287e-05,-35.2,4.486407216858119e-09,-35.2,3.181058973723461e-09,-35.2,4.510849454179257e-08
-30.4,3.513927799047586e-05,-30.4,4.841672245497302e-09,-30.4,3.352498229413763e-09,-30.4,4.621599284744577e-08
-25.6,3.516376781686767e-05,-25.6,5.323233181749796e-09,-25.6,3.546373559905659e-09,-25.6,4.733311577992659e-08
-20.8,3.518923035670344e-05,-20.8,5.978217660529215e-09,-20.8,3.76746415190104e-09,-20.8,4.845980001327492e-08
-16,3.52156359454171e-05,-16,6.86827193706417e-09,-16,4.021974481242009e-09,-16,4.959596900948524e-08
-11.2,3.524293537475999e-05,-11.2,8.073077427180168e-09,-11.2,4.318006766036871e-09,-11.2,5.074152711728343e-08
-6.399999999999999,3.527104477940344e-05,-6.399999999999999,9.69447426898211e-09,-6.399999999999999,4.666166090843532e-09,-6.399999999999999,5.189634230553333e-08
-1.6,3.529983464071044e-05,-1.6,1.18612459063978e-08,-1.6,5.080326828368831e-09,-1.6,5.306023275615553e-08
3.2,3.532913118731281e-05,3.2,1.473461632324642e-08,3.2,5.578591199344596e-09,3.2,5.423296849495511e-08
8,3.535871686740983e-05,8,1.8514505208009e-08,8,6.18447538471851e-09,8,5.541427198598928e-08
12.8,3.538833231560308e-05,12.8,2.344658317589917e-08,12.8,6.928360679831313e-09,12.8,5.66038295841574e-08
17.6,3.541772289851652e-05,17.6,2.98301591160679e-08,17.6,7.849251867627455e-09,17.6,5.780136255841057e-08
22.4,3.5446816606651e-05,22.4,3.802692563289568e-08,22.4,8.996887608211521e-09,22.4,5.900687561970893e-08
27.2,3.547638136078245e-05,27.2,4.847057907423061e-08,27.2,1.043424910091996e-08,27.2,6.022153929799194e-08
32,3.551049633333182e-05,32,6.167732013812369e-08,32,1.224051912724571e-08,32,6.14508964788491e-08
