/net8 X,/net8 Y,/net10 X,/net10 Y,/net016 X,/net016 Y,/net017 X,/net017 Y
-40,5.006625876697584,-40,4.221862864736348e-09,-40,3.028339180197506e-09,-40,5.00662541810973
-35.2,5.00665503235679,-35.2,4.486407408966586e-09,-35.2,3.181058891338355e-09,-35.2,5.006654582887005
-30.4,5.006685585600311,-30.4,4.841672615609104e-09,-30.4,3.352498203582555e-09,-30.4,5.006685144988559
-25.6,5.006718577588839,-25.6,5.323233723380798e-09,-25.6,3.54637359061981e-09,-25.6,5.006718145446077
-20.8,5.006754861331352,-20.8,5.978218630363193e-09,-20.8,3.767464182608442e-09,-20.8,5.006754437060341
-16,5.006795121556041,-16,6.86827352481057e-09,-16,4.021974511955478e-09,-16,5.006794704221784
-11.2,5.006839900176675,-11.2,8.07308005904589e-09,-11.2,4.318006796778075e-09,-11.2,5.006839488301288
-6.399999999999999,5.006889620687645,-6.399999999999999,9.694478714108883e-09,-6.399999999999999,4.666166121648803e-09,-6.399999999999999,5.006889211932458
-1.6,5.006944610817371,-1.6,1.186125333334725e-08,-1.6,5.080326802807356e-09,-1.6,5.006944201499847
3.2,5.007005122723267,3.2,1.473462880828641e-08,3.2,5.578591230530701e-09,3.2,5.007004707096079
8,5.00707135064662,8,1.851452632218485e-08,8,6.184475416394578e-09,8,5.00707091984001
12.8,5.007143446163763,12.8,2.344661883451858e-08,12.8,6.928360655949642e-09,12.8,5.00714298665841
17.6,5.007221531211466,17.6,2.983021898334432e-08,17.6,7.849251868578602e-09,17.6,5.007221022666489
22.4,5.007305709295728,22.4,3.802702566789728e-08,22.4,8.996887555827994e-09,22.4,5.00730512150326
27.2,5.007396074935865,27.2,4.847074498644966e-08,27.2,1.043424911074727e-08,27.2,5.007395363608502
32,5.00749272202278,32,6.167759261365709e-08,32,1.224051914781012e-08,32,5.007491823041383
36.8,5.007595751042644,36.8,7.825767302507336e-08,36.8,1.451453992445308e-08,36.8,5.007594572698086
41.59999999999999,5.007705275561669,41.59999999999999,9.892722180369008e-08,41.59999999999999,1.737882680133293e-08,41.59999999999999,5.00770368821398
46.39999999999999,5.007821428137721,46.39999999999999,1.245216833245188e-07,46.39999999999999,2.098418840832141e-08,46.39999999999999,5.007819250588765
51.19999999999999,5.007944365906793,51.19999999999999,1.560095882313479e-07,51.19999999999999,2.551500926498152e-08,51.19999999999999,5.007941347638262
55.99999999999999,5.008074275721506,55.99999999999999,1.945071821994658e-07,55.99999999999999,3.119524805149846e-08,55.99999999999999,5.008070073989269
60.79999999999998,5.008211379351148,60.79999999999998,2.412937469809706e-07,60.79999999999998,3.829520357168635e-08,60.79999999999998,5.008205529952678
65.59999999999998,5.008354949246958,65.59999999999998,2.978275455910242e-07,65.59999999999998,4.713909857599781e-08,65.59999999999998,5.008346829490952
70.39999999999998,5.008507278652219,70.39999999999998,3.657623147189719e-07,70.39999999999998,5.811353000282911e-08,70.39999999999998,5.008496061507615
75.19999999999997,5.008667726561452,75.19999999999997,4.469642181500726e-07,75.19999999999997,7.167682826105578e-08,75.19999999999997,5.008652323193758
79.99999999999997,5.008836694184296,79.99999999999997,5.435291691223189e-07,79.99999999999997,8.836936687623109e-08,79.99999999999997,5.008815684077542
84.79999999999997,5.009014640508767,84.79999999999997,6.578004238231822e-07,84.79999999999997,1.088248566261204e-07,84.79999999999997,5.008986186684967
89.59999999999997,5.009202076886321,89.59999999999997,7.923863448919745e-07,89.59999999999997,1.337826550599465e-07,89.59999999999997,5.009163824339003
94.39999999999996,5.009399562307479,94.39999999999996,9.501782287768293e-07,94.39999999999996,1.641011142612817e-07,94.39999999999996,5.009348517762991
